"","block","codon","nuc","gamma","version","mc","seed","ntick","neval"
"403","ecoliHMMEVAL50","selac","UNREST","none","5c98a1f",1,3048,43,43
"404","ecoliHMMEVAL50","selac","UNREST","median","5c98a1f",1,3046,45,180
"405","ecoliHMMEVAL50","selac","UNREST","median","5c98a1f",1,3049,42,168
"406","ecoliHMMEVAL50","selac","UNREST","median","5c98a1f",1,3050,43,172
"407","ecoliHMMEVAL50","selac","UNREST","median","5c98a1f",1,3047,37,148
"408","ecoliHMMEVAL50","selac","UNREST","median","5c98a1f",1,3051,40,160
"409","ecoliHMMEVAL50","selac","UNREST","median","5c98a1f",1,3048,43,172
"410","ecoliHMMEVAL50","selac","UNREST","quadrature","5c98a1f",1,3046,45,180
"411","ecoliHMMEVAL50","selac","UNREST","quadrature","5c98a1f",1,3049,42,168
"412","ecoliHMMEVAL50","selac","UNREST","quadrature","5c98a1f",1,3050,43,172
"413","ecoliHMMEVAL50","selac","UNREST","quadrature","5c98a1f",1,3047,37,148
"414","ecoliHMMEVAL50","selac","UNREST","quadrature","5c98a1f",1,3051,40,160
"415","ecoliHMMEVAL50","selac","UNREST","quadrature","5c98a1f",1,3048,43,172
"416","ecoliHMMEVAL50","selac","UNREST","lognormal","5c98a1f",1,3046,45,180
"417","ecoliHMMEVAL50","selac","UNREST","lognormal","5c98a1f",1,3049,42,168
"418","ecoliHMMEVAL50","selac","UNREST","lognormal","5c98a1f",1,3050,43,172
"419","ecoliHMMEVAL50","selac","UNREST","lognormal","5c98a1f",1,3047,37,148
"420","ecoliHMMEVAL50","selac","UNREST","lognormal","5c98a1f",1,3051,40,160
"421","ecoliHMMEVAL50","selac","UNREST","lognormal","5c98a1f",1,3048,43,172
"422","ecoliHMMEVAL50","selac","UNREST","none","ab3e84e",1,3046,45,45
"423","ecoliHMMEVAL50","selac","UNREST","none","ab3e84e",1,3049,42,42
"424","ecoliHMMEVAL50","selac","UNREST","none","ab3e84e",1,3050,43,43
"425","ecoliHMMEVAL50","selac","UNREST","none","ab3e84e",1,3047,37,37
"426","ecoliHMMEVAL50","selac","UNREST","none","ab3e84e",1,3051,40,40
"428","ecoliHMMEVALFULL","selac","GTR","none","5c98a1f",10,2053,147,147
"429","ecoliHMMEVALFULL","selac","GTR","none","5c98a1f",1,2053,147,147
"430","ecoliHMMEVALFULL","selac","GTR","none","ade1e58",10,2053,147,147
"431","ecoliHMMEVALFULL","selac","GTR","none","ade1e58",1,2053,147,147
"434","ecoliHMMEVALFULL","selac","GTR","none","86cc7e9",10,2053,147,147
"435","ecoliHMMEVALFULL","selac","GTR","none","f1c3d1e",10,2053,147,147
"437","ecoliHMMEVALFULL","selac","GTR","none","ab3e84e",10,2053,147,147
"438","ecoliHMMEVALFULL","selac","GTR","none","ab3e84e",1,2053,147,147
