SRC,Nuc.Model,Gamma.model,Revision,nCores,seed,model.LL
"ecoliSHORT","UNREST","none","9e90977",5,5107,-12055.611
"ecoliSHORT","UNREST","none","9e90977",5,5111,-12510.703
"ecoliSHORT","UNREST","none","9e90977",5,5108,-12542.342
"ecoliSHORT","UNREST","none","9e90977",5,5112,-12563.999
"ecoliSHORT","UNREST","none","9e90977",5,5115,-12291.577
"ecoliSHORT","UNREST","none","9e90977",5,5116,-12177.277
"ecoliSHORT","UNREST","none","9e90977",5,5113,-12410.039
"ecoliSHORT","UNREST","none","9e90977",5,5117,-12451.050
"ecoliSHORT","UNREST","none","9e90977",5,5114,-12126.137
"ecoliSHORT","UNREST","none","9e90977",5,5118,-12495.334
"ecoliSHORT","UNREST","none","9e90977",5,5121,-11905.721
"ecoliSHORT","UNREST","none","9e90977",5,5122,-12725.326
"ecoliSHORT","UNREST","none","9e90977",5,5119,-13139.757
"ecoliSHORT","UNREST","none","9e90977",5,5123,-12019.914
"ecoliSHORT","UNREST","none","9e90977",5,5120,-12112.328
"ecoliSHORT","UNREST","none","9e90977",5,5124,-11708.128
"ecoliSHORT","UNREST","none","9e90977",5,5127,-11833.274
"ecoliSHORT","UNREST","none","9e90977",5,5128,-12069.718
"ecoliSHORT","UNREST","none","9e90977",5,5125,-12824.227
"ecoliSHORT","UNREST","none","9e90977",5,5129,-12174.453
"ecoliSHORT","UNREST","none","9e90977",5,5126,-12962.809
"ecoliSHORT","UNREST","median","9e90977",5,5100,-10676.844
"ecoliSHORT","UNREST","median","9e90977",5,5103,-11485.056
"ecoliSHORT","UNREST","median","9e90977",5,5104,-11565.807
"ecoliSHORT","UNREST","median","9e90977",5,5101,-11070.671
"ecoliSHORT","UNREST","median","9e90977",5,5105,-10509.428
"ecoliSHORT","UNREST","median","9e90977",5,5102,-11725.389
"ecoliSHORT","UNREST","median","9e90977",5,5106,-11334.048
"ecoliSHORT","UNREST","median","9e90977",5,5109,-12357.580
"ecoliSHORT","UNREST","median","9e90977",5,5110,-11607.834
"ecoliSHORT","UNREST","median","9e90977",5,5107,-10741.342
"ecoliSHORT","UNREST","median","9e90977",5,5111,-11136.529
"ecoliSHORT","UNREST","median","9e90977",5,5108,-11162.880
"ecoliSHORT","UNREST","median","9e90977",5,5112,-11190.803
"ecoliSHORT","UNREST","median","9e90977",5,5115,-10954.308
"ecoliSHORT","UNREST","median","9e90977",5,5116,-10849.573
"ecoliSHORT","UNREST","median","9e90977",5,5113,-11051.260
"ecoliSHORT","UNREST","median","9e90977",5,5117,-11082.715
"ecoliSHORT","UNREST","median","9e90977",5,5114,-10797.199
"ecoliSHORT","UNREST","median","9e90977",5,5118,-11115.393
"ecoliSHORT","UNREST","median","9e90977",5,5121,-10622.480
"ecoliSHORT","UNREST","median","9e90977",5,5122,-11323.164
"ecoliSHORT","UNREST","median","9e90977",5,5119,-11674.362
"ecoliSHORT","UNREST","median","9e90977",5,5123,-10720.451
"ecoliSHORT","UNREST","median","9e90977",5,5120,-10793.319
"ecoliSHORT","UNREST","median","9e90977",5,5124,-10443.624
"ecoliSHORT","UNREST","median","9e90977",5,5127,-10551.030
"ecoliSHORT","UNREST","median","9e90977",5,5128,-10760.932
"ecoliSHORT","UNREST","median","9e90977",5,5125,-11397.521
"ecoliSHORT","UNREST","median","9e90977",5,5129,-10844.062
"ecoliSHORT","UNREST","median","9e90977",5,5126,-11526.164
"ecoliSHORT","UNREST","lognormal","9e90977",5,5100,-10345.619
"ecoliSHORT","UNREST","lognormal","9e90977",5,5103,-11128.587
"ecoliSHORT","UNREST","lognormal","9e90977",5,5104,-11215.500
"ecoliSHORT","UNREST","lognormal","9e90977",5,5101,-10728.739
"ecoliSHORT","UNREST","lognormal","9e90977",5,5105,-10180.645
"ecoliSHORT","UNREST","lognormal","9e90977",5,5102,-11366.517
"ecoliSHORT","UNREST","lognormal","9e90977",5,5106,-10978.220
"ecoliSHORT","UNREST","lognormal","9e90977",5,5109,-11994.659
"ecoliSHORT","UNREST","lognormal","9e90977",5,5110,-11249.525
"ecoliSHORT","UNREST","lognormal","9e90977",5,5107,-10401.355
"ecoliSHORT","UNREST","lognormal","9e90977",5,5111,-10790.022
"ecoliSHORT","UNREST","lognormal","9e90977",5,5108,-10809.352
"ecoliSHORT","UNREST","lognormal","9e90977",5,5112,-10845.448
"ecoliSHORT","UNREST","lognormal","9e90977",5,5115,-10610.126
"ecoliSHORT","UNREST","lognormal","9e90977",5,5116,-10499.583
"ecoliSHORT","UNREST","lognormal","9e90977",5,5113,-10697.728
"ecoliSHORT","UNREST","lognormal","9e90977",5,5117,-10736.140
"ecoliSHORT","UNREST","lognormal","9e90977",5,5114,-10465.997
"ecoliSHORT","UNREST","lognormal","9e90977",5,5118,-10771.857
"ecoliSHORT","UNREST","lognormal","9e90977",5,5121,-10272.921
"ecoliSHORT","UNREST","lognormal","9e90977",5,5122,-10974.885
"ecoliSHORT","UNREST","lognormal","9e90977",5,5119,-11324.967
"ecoliSHORT","UNREST","lognormal","9e90977",5,5123,-10379.926
"ecoliSHORT","UNREST","lognormal","9e90977",5,5120,-10458.298
"ecoliSHORT","UNREST","lognormal","9e90977",5,5124,-10105.268
"ecoliSHORT","UNREST","lognormal","9e90977",5,5127,-10216.999
"ecoliSHORT","UNREST","lognormal","9e90977",5,5128,-10423.673
"ecoliSHORT","UNREST","lognormal","9e90977",5,5125,-11048.215
"ecoliSHORT","UNREST","lognormal","9e90977",5,5129,-10495.344
"ecoliSHORT","UNREST","lognormal","9e90977",5,5126,-11168.207
"ecoliSHORT","GTR","quadrature","9e90977",10,5100,-10521.858
"ecoliSHORT","GTR","quadrature","9e90977",10,5103,-11288.386
"ecoliSHORT","GTR","quadrature","9e90977",10,5104,-11357.855
"ecoliSHORT","GTR","quadrature","9e90977",10,5101,-10898.912
"ecoliSHORT","GTR","quadrature","9e90977",10,5105,-10348.711
"ecoliSHORT","GTR","quadrature","9e90977",10,5102,-11520.515
"ecoliSHORT","GTR","quadrature","9e90977",10,5106,-11144.776
"ecoliSHORT","GTR","quadrature","9e90977",10,5109,-12121.754
"ecoliSHORT","GTR","quadrature","9e90977",10,5110,-11403.711
"ecoliSHORT","GTR","quadrature","9e90977",10,5107,-10573.275
"ecoliSHORT","GTR","quadrature","9e90977",10,5111,-10954.373
"ecoliSHORT","GTR","quadrature","9e90977",10,5108,-10974.636
"ecoliSHORT","GTR","quadrature","9e90977",10,5112,-11010.402
"ecoliSHORT","GTR","quadrature","9e90977",10,5115,-10788.030
"ecoliSHORT","GTR","quadrature","9e90977",10,5116,-10675.278
"ecoliSHORT","GTR","quadrature","9e90977",10,5113,-10875.524
"ecoliSHORT","GTR","quadrature","9e90977",10,5117,-10909.448
"ecoliSHORT","GTR","quadrature","9e90977",10,5114,-10628.425
"ecoliSHORT","GTR","quadrature","9e90977",10,5118,-10932.944
"ecoliSHORT","GTR","quadrature","9e90977",10,5121,-10458.046
"ecoliSHORT","GTR","quadrature","9e90977",10,5122,-11134.304
"ecoliSHORT","GTR","quadrature","9e90977",10,5119,-11464.010
"ecoliSHORT","GTR","quadrature","9e90977",10,5123,-10554.300
"ecoliSHORT","GTR","quadrature","9e90977",10,5120,-10624.722
"ecoliSHORT","GTR","quadrature","9e90977",10,5124,-10289.088
"ecoliSHORT","GTR","quadrature","9e90977",10,5127,-10394.544
"ecoliSHORT","GTR","quadrature","9e90977",10,5128,-10589.636
"ecoliSHORT","GTR","quadrature","9e90977",10,5125,-11206.721
"ecoliSHORT","GTR","quadrature","9e90977",10,5129,-10676.532
"ecoliSHORT","GTR","quadrature","9e90977",10,5126,-11330.397
"ecoliSHORT","GTR","none","9e90977",10,5100,-11967.369
"ecoliSHORT","GTR","none","9e90977",10,5103,-12922.687
"ecoliSHORT","GTR","none","9e90977",10,5104,-13017.877
"ecoliSHORT","GTR","none","9e90977",10,5101,-12434.518
"ecoliSHORT","GTR","none","9e90977",10,5105,-11773.978
"ecoliSHORT","GTR","none","9e90977",10,5102,-13191.504
"ecoliSHORT","GTR","none","9e90977",10,5106,-12744.179
"ecoliSHORT","GTR","none","9e90977",10,5109,-13935.853
"ecoliSHORT","GTR","none","9e90977",10,5110,-13064.348
"ecoliSHORT","GTR","none","9e90977",10,5107,-12055.611
"ecoliSHORT","GTR","none","9e90977",10,5111,-12510.703
"ecoliSHORT","GTR","none","9e90977",10,5108,-12542.342
"ecoliSHORT","GTR","none","9e90977",10,5112,-12563.999
"ecoliSHORT","GTR","none","9e90977",10,5115,-12291.577
"ecoliSHORT","GTR","none","9e90977",10,5116,-12177.277
"ecoliSHORT","GTR","none","9e90977",10,5113,-12410.039
"ecoliSHORT","GTR","none","9e90977",10,5117,-12451.050
"ecoliSHORT","GTR","none","9e90977",10,5114,-12126.137
"ecoliSHORT","GTR","none","9e90977",10,5118,-12495.334
"ecoliSHORT","GTR","none","9e90977",10,5121,-11905.721
"ecoliSHORT","GTR","none","9e90977",10,5122,-12725.326
"ecoliSHORT","GTR","none","9e90977",10,5119,-13139.757
"ecoliSHORT","GTR","none","9e90977",10,5123,-12019.914
"ecoliSHORT","GTR","none","9e90977",10,5120,-12112.328
"ecoliSHORT","GTR","none","9e90977",10,5124,-11708.128
"ecoliSHORT","GTR","none","9e90977",10,5127,-11833.274
"ecoliSHORT","GTR","none","9e90977",10,5128,-12069.718
"ecoliSHORT","GTR","none","9e90977",10,5125,-12824.227
"ecoliSHORT","GTR","none","9e90977",10,5129,-12174.453
"ecoliSHORT","GTR","none","9e90977",10,5126,-12962.809
"ecoliSHORT","GTR","median","9e90977",10,5100,-10676.844
"ecoliSHORT","GTR","median","9e90977",10,5103,-11485.056
"ecoliSHORT","GTR","median","9e90977",10,5104,-11565.807
"ecoliSHORT","GTR","median","9e90977",10,5101,-11070.671
"ecoliSHORT","GTR","median","9e90977",10,5105,-10509.428
"ecoliSHORT","GTR","median","9e90977",10,5102,-11725.389
"ecoliSHORT","GTR","median","9e90977",10,5106,-11334.048
"ecoliSHORT","GTR","median","9e90977",10,5109,-12357.580
"ecoliSHORT","GTR","median","9e90977",10,5110,-11607.834
"ecoliSHORT","GTR","median","9e90977",10,5107,-10741.342
"ecoliSHORT","GTR","median","9e90977",10,5111,-11136.529
"ecoliSHORT","GTR","median","9e90977",10,5108,-11162.880
"ecoliSHORT","GTR","median","9e90977",10,5112,-11190.803
"ecoliSHORT","GTR","median","9e90977",10,5115,-10954.308
"ecoliSHORT","GTR","median","9e90977",10,5116,-10849.573
"ecoliSHORT","GTR","median","9e90977",10,5113,-11051.260
"ecoliSHORT","GTR","median","9e90977",10,5117,-11082.715
"ecoliSHORT","GTR","median","9e90977",10,5114,-10797.199
"ecoliSHORT","GTR","median","9e90977",10,5118,-11115.393
"ecoliSHORT","GTR","median","9e90977",10,5121,-10622.480
"ecoliSHORT","GTR","median","9e90977",10,5122,-11323.164
"ecoliSHORT","GTR","median","9e90977",10,5119,-11674.362
"ecoliSHORT","GTR","median","9e90977",10,5123,-10720.451
"ecoliSHORT","GTR","median","9e90977",10,5120,-10793.319
"ecoliSHORT","GTR","median","9e90977",10,5124,-10443.624
"ecoliSHORT","GTR","median","9e90977",10,5127,-10551.030
"ecoliSHORT","GTR","median","9e90977",10,5128,-10760.932
"ecoliSHORT","GTR","median","9e90977",10,5125,-11397.521
"ecoliSHORT","GTR","median","9e90977",10,5129,-10844.062
"ecoliSHORT","GTR","median","9e90977",10,5126,-11526.164
"ecoliSHORT","GTR","lognormal","9e90977",10,5100,-10345.619
"ecoliSHORT","GTR","lognormal","9e90977",10,5103,-11128.587
"ecoliSHORT","GTR","lognormal","9e90977",10,5104,-11215.500
"ecoliSHORT","GTR","lognormal","9e90977",10,5101,-10728.739
"ecoliSHORT","GTR","lognormal","9e90977",10,5105,-10180.645
"ecoliSHORT","GTR","lognormal","9e90977",10,5102,-11366.517
"ecoliSHORT","GTR","lognormal","9e90977",10,5106,-10978.220
"ecoliSHORT","GTR","lognormal","9e90977",10,5109,-11994.659
"ecoliSHORT","GTR","lognormal","9e90977",10,5110,-11249.525
"ecoliSHORT","GTR","lognormal","9e90977",10,5107,-10401.355
"ecoliSHORT","GTR","lognormal","9e90977",10,5111,-10790.022
"ecoliSHORT","GTR","lognormal","9e90977",10,5108,-10809.352
"ecoliSHORT","GTR","lognormal","9e90977",10,5112,-10845.448
"ecoliSHORT","GTR","lognormal","9e90977",10,5115,-10610.126
"ecoliSHORT","GTR","lognormal","9e90977",10,5116,-10499.583
"ecoliSHORT","GTR","lognormal","9e90977",10,5113,-10697.728
"ecoliSHORT","GTR","lognormal","9e90977",10,5117,-10736.140
"ecoliSHORT","GTR","lognormal","9e90977",10,5114,-10465.997
"ecoliSHORT","GTR","lognormal","9e90977",10,5118,-10771.857
"ecoliSHORT","GTR","lognormal","9e90977",10,5121,-10272.921
"ecoliSHORT","GTR","lognormal","9e90977",10,5122,-10974.885
"ecoliSHORT","GTR","lognormal","9e90977",10,5119,-11324.967
"ecoliSHORT","GTR","lognormal","9e90977",10,5123,-10379.926
"ecoliSHORT","GTR","lognormal","9e90977",10,5120,-10458.298
"ecoliSHORT","GTR","lognormal","9e90977",10,5124,-10105.268
"ecoliSHORT","GTR","lognormal","9e90977",10,5127,-10216.999
"ecoliSHORT","GTR","lognormal","9e90977",10,5128,-10423.673
"ecoliSHORT","GTR","lognormal","9e90977",10,5125,-11048.215
"ecoliSHORT","GTR","lognormal","9e90977",10,5129,-10495.344
"ecoliSHORT","GTR","lognormal","9e90977",10,5126,-11168.207
"ecoliSHORT","UNREST","quadrature","9e90977",10,5100,-10521.858
"ecoliSHORT","UNREST","quadrature","9e90977",10,5103,-11288.386
"ecoliSHORT","UNREST","quadrature","9e90977",10,5104,-11357.855
"ecoliSHORT","UNREST","quadrature","9e90977",10,5101,-10898.912
"ecoliSHORT","UNREST","quadrature","9e90977",10,5105,-10348.711
"ecoliSHORT","UNREST","quadrature","9e90977",10,5102,-11520.515
"ecoliSHORT","UNREST","quadrature","9e90977",10,5106,-11144.776
"ecoliSHORT","UNREST","quadrature","9e90977",10,5109,-12121.754
"ecoliSHORT","UNREST","quadrature","9e90977",10,5110,-11403.711
"ecoliSHORT","UNREST","quadrature","9e90977",10,5107,-10573.275
"ecoliSHORT","UNREST","quadrature","9e90977",10,5111,-10954.373
"ecoliSHORT","UNREST","quadrature","9e90977",10,5108,-10974.636
"ecoliSHORT","UNREST","quadrature","9e90977",10,5112,-11010.402
"ecoliSHORT","UNREST","quadrature","9e90977",10,5115,-10788.030
"ecoliSHORT","UNREST","quadrature","9e90977",10,5116,-10675.278
"ecoliSHORT","UNREST","quadrature","9e90977",10,5113,-10875.524
"ecoliSHORT","UNREST","quadrature","9e90977",10,5117,-10909.448
"ecoliSHORT","UNREST","quadrature","9e90977",10,5114,-10628.425
"ecoliSHORT","UNREST","quadrature","9e90977",10,5118,-10932.944
"ecoliSHORT","UNREST","quadrature","9e90977",10,5121,-10458.046
"ecoliSHORT","UNREST","quadrature","9e90977",10,5122,-11134.304
"ecoliSHORT","UNREST","quadrature","9e90977",10,5119,-11464.010
"ecoliSHORT","UNREST","quadrature","9e90977",10,5123,-10554.300
"ecoliSHORT","UNREST","quadrature","9e90977",10,5120,-10624.722
"ecoliSHORT","UNREST","quadrature","9e90977",10,5124,-10289.088
"ecoliSHORT","UNREST","quadrature","9e90977",10,5127,-10394.544
"ecoliSHORT","UNREST","quadrature","9e90977",10,5128,-10589.636
"ecoliSHORT","UNREST","quadrature","9e90977",10,5125,-11206.721
"ecoliSHORT","UNREST","quadrature","9e90977",10,5129,-10676.532
"ecoliSHORT","UNREST","quadrature","9e90977",10,5126,-11330.397
"ecoliSHORT","UNREST","none","9e90977",10,5100,-11967.369
"ecoliSHORT","UNREST","none","9e90977",10,5103,-12922.687
"ecoliSHORT","UNREST","none","9e90977",10,5104,-13017.877
"ecoliSHORT","UNREST","none","9e90977",10,5101,-12434.518
"ecoliSHORT","UNREST","none","9e90977",10,5105,-11773.978
"ecoliSHORT","UNREST","none","9e90977",10,5102,-13191.504
"ecoliSHORT","UNREST","none","9e90977",10,5106,-12744.179
"ecoliSHORT","UNREST","none","9e90977",10,5109,-13935.853
"ecoliSHORT","UNREST","none","9e90977",10,5110,-13064.348
"ecoliSHORT","UNREST","none","9e90977",10,5107,-12055.611
"ecoliSHORT","UNREST","none","9e90977",10,5111,-12510.703
"ecoliSHORT","UNREST","none","9e90977",10,5108,-12542.342
"ecoliSHORT","UNREST","none","9e90977",10,5112,-12563.999
"ecoliSHORT","UNREST","none","9e90977",10,5115,-12291.577
"ecoliSHORT","UNREST","none","9e90977",10,5116,-12177.277
"ecoliSHORT","UNREST","none","9e90977",10,5113,-12410.039
"ecoliSHORT","UNREST","none","9e90977",10,5117,-12451.050
"ecoliSHORT","UNREST","none","9e90977",10,5114,-12126.137
"ecoliSHORT","UNREST","none","9e90977",10,5118,-12495.334
"ecoliSHORT","UNREST","none","9e90977",10,5121,-11905.721
"ecoliSHORT","UNREST","none","9e90977",10,5122,-12725.326
"ecoliSHORT","UNREST","none","9e90977",10,5119,-13139.757
"ecoliSHORT","UNREST","none","9e90977",10,5123,-12019.914
"ecoliSHORT","UNREST","none","9e90977",10,5120,-12112.328
"ecoliSHORT","UNREST","none","9e90977",10,5124,-11708.128
"ecoliSHORT","UNREST","none","9e90977",10,5127,-11833.274
"ecoliSHORT","UNREST","none","9e90977",10,5128,-12069.718
"ecoliSHORT","UNREST","none","9e90977",10,5125,-12824.227
"ecoliSHORT","UNREST","none","9e90977",10,5129,-12174.453
"ecoliSHORT","UNREST","none","9e90977",10,5126,-12962.809
"ecoliSHORT","UNREST","median","9e90977",10,5100,-10676.844
"ecoliSHORT","UNREST","median","9e90977",10,5103,-11485.056
"ecoliSHORT","UNREST","median","9e90977",10,5104,-11565.807
"ecoliSHORT","UNREST","median","9e90977",10,5101,-11070.671
"ecoliSHORT","UNREST","median","9e90977",10,5105,-10509.428
"ecoliSHORT","UNREST","median","9e90977",10,5102,-11725.389
"ecoliSHORT","UNREST","median","9e90977",10,5106,-11334.048
"ecoliSHORT","UNREST","median","9e90977",10,5109,-12357.580
"ecoliSHORT","UNREST","median","9e90977",10,5110,-11607.834
"ecoliSHORT","UNREST","median","9e90977",10,5107,-10741.342
"ecoliSHORT","UNREST","median","9e90977",10,5111,-11136.529
"ecoliSHORT","UNREST","median","9e90977",10,5108,-11162.880
"ecoliSHORT","UNREST","median","9e90977",10,5112,-11190.803
"ecoliSHORT","UNREST","median","9e90977",10,5115,-10954.308
"ecoliSHORT","UNREST","median","9e90977",10,5116,-10849.573
"ecoliSHORT","UNREST","median","9e90977",10,5113,-11051.260
"ecoliSHORT","UNREST","median","9e90977",10,5117,-11082.715
"ecoliSHORT","UNREST","median","9e90977",10,5114,-10797.199
"ecoliSHORT","UNREST","median","9e90977",10,5118,-11115.393
"ecoliSHORT","UNREST","median","9e90977",10,5121,-10622.480
"ecoliSHORT","UNREST","median","9e90977",10,5122,-11323.164
"ecoliSHORT","UNREST","median","9e90977",10,5119,-11674.362
"ecoliSHORT","UNREST","median","9e90977",10,5123,-10720.451
"ecoliSHORT","UNREST","median","9e90977",10,5120,-10793.319
"ecoliSHORT","UNREST","median","9e90977",10,5124,-10443.624
"ecoliSHORT","UNREST","median","9e90977",10,5127,-10551.030
"ecoliSHORT","UNREST","median","9e90977",10,5128,-10760.932
"ecoliSHORT","UNREST","median","9e90977",10,5125,-11397.521
"ecoliSHORT","UNREST","median","9e90977",10,5129,-10844.062
"ecoliSHORT","UNREST","median","9e90977",10,5126,-11526.164
"ecoliSHORT","UNREST","lognormal","9e90977",10,5100,-10345.619
"ecoliSHORT","UNREST","lognormal","9e90977",10,5103,-11128.587
"ecoliSHORT","UNREST","lognormal","9e90977",10,5104,-11215.500
"ecoliSHORT","UNREST","lognormal","9e90977",10,5101,-10728.739
"ecoliSHORT","UNREST","lognormal","9e90977",10,5105,-10180.645
"ecoliSHORT","UNREST","lognormal","9e90977",10,5102,-11366.517
"ecoliSHORT","UNREST","lognormal","9e90977",10,5106,-10978.220
"ecoliSHORT","UNREST","lognormal","9e90977",10,5109,-11994.659
"ecoliSHORT","UNREST","lognormal","9e90977",10,5110,-11249.525
"ecoliSHORT","UNREST","lognormal","9e90977",10,5107,-10401.355
"ecoliSHORT","UNREST","lognormal","9e90977",10,5111,-10790.022
"ecoliSHORT","UNREST","lognormal","9e90977",10,5108,-10809.352
"ecoliSHORT","UNREST","lognormal","9e90977",10,5112,-10845.448
"ecoliSHORT","UNREST","lognormal","9e90977",10,5115,-10610.126
"ecoliSHORT","UNREST","lognormal","9e90977",10,5116,-10499.583
"ecoliSHORT","UNREST","lognormal","9e90977",10,5113,-10697.728
"ecoliSHORT","UNREST","lognormal","9e90977",10,5117,-10736.140
"ecoliSHORT","UNREST","lognormal","9e90977",10,5114,-10465.997
"ecoliSHORT","UNREST","lognormal","9e90977",10,5118,-10771.857
"ecoliSHORT","UNREST","lognormal","9e90977",10,5121,-10272.921
"ecoliSHORT","UNREST","lognormal","9e90977",10,5122,-10974.885
"ecoliSHORT","UNREST","lognormal","9e90977",10,5119,-11324.967
"ecoliSHORT","UNREST","lognormal","9e90977",10,5123,-10379.926
"ecoliSHORT","UNREST","lognormal","9e90977",10,5120,-10458.298
"ecoliSHORT","UNREST","lognormal","9e90977",10,5124,-10105.268
"ecoliSHORT","UNREST","lognormal","9e90977",10,5127,-10216.999
"ecoliSHORT","UNREST","lognormal","9e90977",10,5128,-10423.673
"ecoliSHORT","UNREST","lognormal","9e90977",10,5125,-11048.215
"ecoliSHORT","UNREST","lognormal","9e90977",10,5129,-10495.344
"ecoliSHORT","UNREST","lognormal","9e90977",10,5126,-11168.207
"ecoliSHORT","GTR","quadrature","9e90977",2,5100,-10521.858
"ecoliSHORT","GTR","quadrature","9e90977",2,5103,-11288.386
"ecoliSHORT","GTR","quadrature","9e90977",2,5104,-11357.855
"ecoliSHORT","GTR","quadrature","9e90977",2,5101,-10898.912
"ecoliSHORT","GTR","quadrature","9e90977",2,5105,-10348.711
"ecoliSHORT","GTR","quadrature","9e90977",2,5102,-11520.515
"ecoliSHORT","GTR","quadrature","9e90977",2,5106,-11144.776
"ecoliSHORT","GTR","quadrature","9e90977",2,5109,-12121.754
"ecoliSHORT","GTR","quadrature","9e90977",2,5110,-11403.711
"ecoliSHORT","GTR","quadrature","9e90977",2,5107,-10573.275
"ecoliSHORT","GTR","quadrature","9e90977",2,5111,-10954.373
"ecoliSHORT","GTR","quadrature","9e90977",2,5108,-10974.636
"ecoliSHORT","GTR","quadrature","9e90977",2,5112,-11010.402
"ecoliSHORT","GTR","quadrature","9e90977",2,5115,-10788.030
"ecoliSHORT","GTR","quadrature","9e90977",2,5116,-10675.278
"ecoliSHORT","GTR","quadrature","9e90977",2,5113,-10875.524
"ecoliSHORT","GTR","quadrature","9e90977",2,5117,-10909.448
"ecoliSHORT","GTR","quadrature","9e90977",2,5114,-10628.425
"ecoliSHORT","GTR","quadrature","9e90977",2,5118,-10932.944
"ecoliSHORT","GTR","quadrature","9e90977",2,5121,-10458.046
"ecoliSHORT","GTR","quadrature","9e90977",2,5122,-11134.304
"ecoliSHORT","GTR","quadrature","9e90977",2,5119,-11464.010
"ecoliSHORT","GTR","quadrature","9e90977",2,5123,-10554.300
"ecoliSHORT","GTR","quadrature","9e90977",2,5120,-10624.722
"ecoliSHORT","GTR","quadrature","9e90977",2,5124,-10289.088
"ecoliSHORT","GTR","quadrature","9e90977",2,5127,-10394.544
"ecoliSHORT","GTR","quadrature","9e90977",2,5128,-10589.636
"ecoliSHORT","GTR","quadrature","9e90977",2,5125,-11206.721
"ecoliSHORT","GTR","quadrature","9e90977",2,5129,-10676.532
"ecoliSHORT","GTR","quadrature","9e90977",2,5126,-11330.397
"ecoliSHORT","GTR","none","9e90977",2,5100,-11967.369
"ecoliSHORT","GTR","none","9e90977",2,5103,-12922.687
"ecoliSHORT","GTR","none","9e90977",2,5104,-13017.877
"ecoliSHORT","GTR","none","9e90977",2,5101,-12434.518
"ecoliSHORT","GTR","none","9e90977",2,5105,-11773.978
"ecoliSHORT","GTR","none","9e90977",2,5102,-13191.504
"ecoliSHORT","GTR","none","9e90977",2,5106,-12744.179
"ecoliSHORT","GTR","none","9e90977",2,5109,-13935.853
"ecoliSHORT","GTR","none","9e90977",2,5110,-13064.348
"ecoliSHORT","GTR","none","9e90977",2,5107,-12055.611
"ecoliSHORT","GTR","none","9e90977",2,5111,-12510.703
"ecoliSHORT","GTR","none","9e90977",2,5108,-12542.342
"ecoliSHORT","GTR","none","9e90977",2,5112,-12563.999
"ecoliSHORT","GTR","none","9e90977",2,5115,-12291.577
"ecoliSHORT","GTR","none","9e90977",2,5116,-12177.277
"ecoliSHORT","GTR","none","9e90977",2,5113,-12410.039
"ecoliSHORT","GTR","none","9e90977",2,5117,-12451.050
"ecoliSHORT","GTR","none","9e90977",2,5114,-12126.137
"ecoliSHORT","GTR","none","9e90977",2,5118,-12495.334
"ecoliSHORT","GTR","none","9e90977",2,5121,-11905.721
"ecoliSHORT","GTR","none","9e90977",2,5122,-12725.326
"ecoliSHORT","GTR","none","9e90977",2,5119,-13139.757
"ecoliSHORT","GTR","none","9e90977",2,5123,-12019.914
"ecoliSHORT","GTR","none","9e90977",2,5120,-12112.328
"ecoliSHORT","GTR","none","9e90977",2,5124,-11708.128
"ecoliSHORT","GTR","none","9e90977",2,5127,-11833.274
"ecoliSHORT","GTR","none","9e90977",2,5128,-12069.718
"ecoliSHORT","GTR","none","9e90977",2,5125,-12824.227
"ecoliSHORT","GTR","none","9e90977",2,5129,-12174.453
"ecoliSHORT","GTR","none","9e90977",2,5126,-12962.809
"ecoliSHORT","GTR","median","9e90977",2,5100,-10676.844
"ecoliSHORT","GTR","median","9e90977",2,5103,-11485.056
"ecoliSHORT","GTR","median","9e90977",2,5104,-11565.807
"ecoliSHORT","GTR","median","9e90977",2,5101,-11070.671
"ecoliSHORT","GTR","median","9e90977",2,5105,-10509.428
"ecoliSHORT","GTR","median","9e90977",2,5102,-11725.389
"ecoliSHORT","GTR","median","9e90977",2,5106,-11334.048
"ecoliSHORT","GTR","median","9e90977",2,5109,-12357.580
"ecoliSHORT","GTR","median","9e90977",2,5110,-11607.834
"ecoliSHORT","GTR","median","9e90977",2,5107,-10741.342
"ecoliSHORT","GTR","median","9e90977",2,5111,-11136.529
"ecoliSHORT","GTR","median","9e90977",2,5108,-11162.880
"ecoliSHORT","GTR","median","9e90977",2,5112,-11190.803
"ecoliSHORT","GTR","median","9e90977",2,5115,-10954.308
"ecoliSHORT","GTR","median","9e90977",2,5116,-10849.573
"ecoliSHORT","GTR","median","9e90977",2,5113,-11051.260
"ecoliSHORT","GTR","median","9e90977",2,5117,-11082.715
"ecoliSHORT","GTR","median","9e90977",2,5114,-10797.199
"ecoliSHORT","GTR","median","9e90977",2,5118,-11115.393
"ecoliSHORT","GTR","median","9e90977",2,5121,-10622.480
"ecoliSHORT","GTR","median","9e90977",2,5122,-11323.164
"ecoliSHORT","GTR","median","9e90977",2,5119,-11674.362
"ecoliSHORT","GTR","median","9e90977",2,5123,-10720.451
"ecoliSHORT","GTR","median","9e90977",2,5120,-10793.319
"ecoliSHORT","GTR","median","9e90977",2,5124,-10443.624
"ecoliSHORT","GTR","median","9e90977",2,5127,-10551.030
"ecoliSHORT","GTR","median","9e90977",2,5128,-10760.932
"ecoliSHORT","GTR","median","9e90977",2,5125,-11397.521
"ecoliSHORT","GTR","median","9e90977",2,5129,-10844.062
"ecoliSHORT","GTR","median","9e90977",2,5126,-11526.164
"ecoliSHORT","GTR","lognormal","9e90977",2,5100,-10345.619
"ecoliSHORT","GTR","lognormal","9e90977",2,5103,-11128.587
